fig_num,name,inventory_id,set_num,set_name,year,parent_id,parent_theme,theme_id,theme
fig-000227,Superman,5590,850670-1,Superman Magnet,2013,501,Gear,501,Gear
fig-000227,Superman,7331,SDCC2015-3,Action Comics #1 Superman,2015,695,Super Heroes DC,701,Superman
fig-000227,Superman,7951,6862-2,Superman vs Power Armour Lex,2012,695,Super Heroes DC,701,Superman
fig-000227,Superman,30705,853432-1,Super Heroes Magnet Set,2012,501,Gear,501,Gear
fig-000228,"Man, Red Jacket with Classic Space Logo, Dark Orange Hair",15174,7567-1,Traveler,2010,52,City,63,Traffic
fig-000229,"Res-Q Man, Black Cap, Moustache",319,6479-1,Emergency Response Center,1998,50,Town,92,Res-Q
fig-000229,"Res-Q Man, Black Cap, Moustache",3471,6431-1,Road Rescue,1998,50,Town,92,Res-Q
fig-000230,"White Torso, Blue Legs, Red Cap - Anaheim",8511,850502-1,I Love Anaheim Minifigure Magnet,2012,501,Gear,501,Gear
fig-000231,"Man, White Shirt with Shell Logo, Red Cap",7194,1253-1,Shell Car Transporter,1999,50,Town,50,Town
fig-000231,"Man, White Shirt with Shell Logo, Red Cap",8126,1252-1,Shell Tanker,1999,50,Town,94,Town Jr.
fig-000231,"Man, White Shirt with Shell Logo, Red Cap",10116,1255-1,Shell Car Wash,1999,50,Town,94,Town Jr.
fig-000232,Eris in Silver Outfit with Pearl Gold Shoulder Armor,5274,70133-1,Spinlyn's Cavern,2014,571,Legends of Chima,571,Legends of Chima
fig-000232,Eris in Silver Outfit with Pearl Gold Shoulder Armor,13055,70139-1,Sky Launch,2014,571,Legends of Chima,572,Speedorz
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",2846,6105-1,Medieval Knights,1993,186,Castle,186,Castle
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",3556,6056-1,Dragon Wagon,1993,186,Castle,190,Dragon Knights
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",5533,6082-1,Fire Breathing Fortress,1993,186,Castle,190,Dragon Knights
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",9731,6076-1,Dark Dragon's Den,1993,186,Castle,190,Dragon Knights
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",13451,1712-1,Crossbow Cart,1994,186,Castle,190,Dragon Knights
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",14996,1732-1,Crossbow Cart,1994,186,Castle,190,Dragon Knights
fig-000233,"Knight (Dragon Knights) - Light Gray Legs, Black Hips",15498,6043-1,Dragon Defender,1993,186,Castle,190,Dragon Knights
fig-000234,"Man, Red Top with Dark Blue Arms, Black Legs, Red Cap, Sunglasses",1686,7688-1,Sports Plane,2010,52,City,53,Airport
fig-000236,"LEGOLAND Police - Black, White Hat, White Belt",335,659-1,Police Patrol with Policemen,1975,411,Legoland,421,Police
fig-000236,"LEGOLAND Police - Black, White Hat, White Belt",5862,370-1,Police Headquarters,1976,411,Legoland,421,Police
fig-000236,"LEGOLAND Police - Black, White Hat, White Belt",8870,585-1,Police Headquarters,1976,411,Legoland,421,Police
fig-000236,"LEGOLAND Police - Black, White Hat, White Belt",13975,445-1,Police Units,1976,411,Legoland,421,Police
fig-000236,"LEGOLAND Police - Black, White Hat, White Belt",16069,314-1,Police Boat,1976,363,Boat,363,Boat
fig-000237,"LEGOLAND Blue, White Hat",3143,369-1,Coast Guard Station,1976,411,Legoland,415,Coast Guard
fig-000237,"LEGOLAND Blue, White Hat",4475,912-1,Universal Building Set,1976,465,Universal Building Set,469,Basic Set
fig-000238,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Plain Legs",10054,3341-1,Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,158,Star Wars,158,Star Wars
fig-000238,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Plain Legs",10847,4476-1,Jabba's Prize,2003,158,Star Wars,158,Star Wars
fig-000238,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Plain Legs",16214,7144-1,Slave I,2000,158,Star Wars,158,Star Wars
fig-000239,"LEGOLAND Blue Torso, Black Legs, Red Hat",11939,149-1,Fuel Refinery,1976,233,Train,235,4.5V
fig-000239,"LEGOLAND Blue Torso, Black Legs, Red Hat",12441,147-1,Refrigerated Car with Forklift,1976,233,Train,235,4.5V
fig-000240,"LEGOLAND Red Torso, Blue Legs, Black Hat",5379,148-1,Central Station,1975,233,Train,235,4.5V
fig-000240,"LEGOLAND Red Torso, Blue Legs, Black Hat",7132,373-1,Offshore Rig with Fuel Tanker,1977,411,Legoland,418,Gas Station
fig-000240,"LEGOLAND Red Torso, Blue Legs, Black Hat",7211,163-1,Cargo Wagon,1977,233,Train,235,4.5V
fig-000240,"LEGOLAND Red Torso, Blue Legs, Black Hat",12066,550-2,Windmill,1976,411,Legoland,413,Building
fig-000240,"LEGOLAND Red Torso, Blue Legs, Black Hat",14440,362-1,Windmill,1975,411,Legoland,413,Building
fig-000241,Daredevil,11635,8831-7,Daredevil,2012,535,Collectible Minifigures,542,Series 7 Minifigures
fig-000242,"Racer, Blue Jacket with Zipper, White Helmet with Visor",14072,1750-1,Renault Formula 1 Racer,1992,50,Town,67,Classic Town
fig-000244,Batzarro,9897,3000062305-1,DC Comics Super Heroes: Justice League vs Bizarro League (DVD + Blu-Ray),2015,501,Gear,501,Gear
fig-000245,Larry the Barista (CMF),13044,71004-10,Larry the Barista,2014,535,Collectible Minifigures,549,The LEGO Movie
fig-000246,"Racer, Blue and White Outfit with Shark, Blue Hat with Goggles",2881,1282-1,Blue Racer,2000,50,Town,91,Race
fig-000246,"Racer, Blue and White Outfit with Shark, Blue Hat with Goggles",3181,6618-1,Blue Racer,2000,50,Town,91,Race
fig-000246,"Racer, Blue and White Outfit with Shark, Blue Hat with Goggles",11079,1272-1,Blue Racer,2000,50,Town,91,Race
fig-000246,"Racer, Blue and White Outfit with Shark, Blue Hat with Goggles",12124,6714-1,Speed Dragster,2000,50,Town,91,Race
fig-000246,"Racer, Blue and White Outfit with Shark, Blue Hat with Goggles",15941,6617-1,Tough Truck Rally,2000,50,Town,91,Race
fig-000247,"Stephanie - White Jersey, Dark Blue Trousers",13319,41011-1,Stephanie's Soccer Practice,2013,494,Friends,494,Friends
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",866,7344-1,Dump Truck,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",1087,7249-1,XXL Mobile Crane,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",5086,7243-1,Construction Site,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",19582,7344-1,Dump Truck,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",23671,7249-1,XXL Mobile Crane,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",40531,7344-1,Dump Truck,2005,52,City,56,Construction
fig-000248,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache and Stubble",97171,7243-1,Construction Site,2005,52,City,56,Construction
fig-000249,Shrunken,911,30378-1,Shrunken Headquarters,2017,605,Nexo Knights,605,Nexo Knights
fig-000249,Shrunken,17911,70347-1,King's Guard Artillery,2017,605,Nexo Knights,605,Nexo Knights
fig-000249,Shrunken,19269,70353-1,The Heligoyle,2017,605,Nexo Knights,605,Nexo Knights
fig-000249,Shrunken,19314,70361-1,Macy's Bot Drop Dragon,2017,605,Nexo Knights,605,Nexo Knights
fig-000250,Captain Jack Sparrow with Tricorne Hat,2272,30133-1,Jack Sparrow,2011,263,Pirates of the Caribbean,263,Pirates of the Caribbean
fig-000251,"Knight (Scale Mail on Red) - Black Arms, Blue Legs, Black Chin-Guard",10792,1971-1,Black Knight's Battering Ram,1993,186,Castle,188,Black Knights
fig-000252,"Chef - White Torso, Light Gray Legs",659,3383-1,Chef,2003,50,Town,105,World City
fig-000252,"Chef - White Torso, Light Gray Legs",10887,4513-1,Grand Central Station,2003,50,Town,105,World City
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",61,10128-1,Train Level Crossing,2003,50,Town,105,World City
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",4034,3385-1,Conductor Charlie,2003,50,Town,105,World City
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",6542,4186875-1,9V Platform and Mini-Figures,2002,233,Train,236,9V
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",10887,4513-1,Grand Central Station,2003,50,Town,105,World City
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",11260,10133-1,Burlington Northern Santa Fe Locomotive,2004,233,Train,236,9V
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",16101,4535-1,LEGO Express Deluxe,2002,233,Train,236,9V
fig-000253,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",76160,9247-1,Community Workers,2005,507,Educational and Dacta,533,Town
fig-000254,"Construction Worker in Orange Jacket with Zipper and Reflective Stripes, Red Helmet, Smirk and Stubble Beard",15909,10666-1,Digger,2014,591,Juniors,591,Juniors
fig-000255,Space Miner,106,71007-6,Space Miner,2014,535,Collectible Minifigures,548,Series 12 Minifigures
fig-000256,Spitta,5431,9569-1,Spitta,2012,435,Ninjago,435,Ninjago
fig-000256,Spitta,14009,9449-1,Ultra Sonic Raider,2012,435,Ninjago,435,Ninjago
fig-000257,"White Torso, Blue Legs, Red Cap (3626b Head)",7999,2149-1,Color Line Container Lorry,1997,50,Town,67,Classic Town
fig-000258,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet",1484,6464-1,Super Rescue Complex,1999,50,Town,94,Town Jr.
fig-000258,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet",1526,6554-1,Blaze Brigade,1997,50,Town,94,Town Jr.
fig-000258,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet",4938,1702-1,Fire Fighter 4 x 4,1994,50,Town,67,Classic Town
fig-000258,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet",9453,6326-1,Town Folks,1998,50,Town,94,Town Jr.
fig-000258,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet",15516,6340-1,Hook & Ladder,1994,50,Town,67,Classic Town
fig-000259,"T-16 Skyhopper Pilot, Red Outfit, Yellow Skin",780,4477-1,T-16 Skyhopper,2003,158,Star Wars,158,Star Wars
fig-000260,Aquaraider 2,5417,2161-1,Aqua Dozer,1997,307,Aquazone,309,Aquaraiders I
fig-000260,Aquaraider 2,14109,2162-1,Hydro Reef Wrecker,1997,307,Aquazone,309,Aquaraiders I
fig-000261,"Emmet, Neck Bracket",4687,30280-1,The Piece of Resistance,2014,578,The LEGO Movie,578,The LEGO Movie
fig-000262,"Emmet, Pajamas",560,5002045-1,Pyjamas Emmet,2014,578,The LEGO Movie,578,The LEGO Movie
fig-000263,"Classic Spaceman, White with Airtanks (3842b Helmet)",303,6825-1,Cosmic Comet,1985,126,Space,130,Classic Space
fig-000263,"Classic Spaceman, White with Airtanks (3842b Helmet)",1405,6883-1,Terrestrial Rover,1987,126,Space,130,Classic Space
fig-000263,"Classic Spaceman, White with Airtanks (3842b Helmet)",10098,6845-1,Cosmic Charger,1986,126,Space,130,Classic Space
fig-000263,"Classic Spaceman, White with Airtanks (3842b Helmet)",11650,6985-1,Cosmic Fleet Voyager,1986,126,Space,130,Classic Space
fig-000263,"Classic Spaceman, White with Airtanks (3842b Helmet)",14291,6871-1,Star Patrol Launcher,1984,126,Space,130,Classic Space
fig-000264,Radio DJ Robot,7778,5002203-1,Radio DJ Robot,2014,578,The LEGO Movie,578,The LEGO Movie
fig-000265,"Man, Blue Jacket with Octan Logo, White Legs, Blue Cap",14139,3180-1,Tank Truck,2010,52,City,63,Traffic
fig-000267,"Emmet, Western Outfit",7851,5002204-1,Western Emmet,2014,578,The LEGO Movie,578,The LEGO Movie
fig-000268,"Andrea - White Top, Bright Light Orange Skirt. Magenta Bow",11659,30205-1,Pop Star Red Carpet,2015,494,Friends,494,Friends
fig-000269,Soccer Player Coca-Cola Midfielder 1,9427,4445-1,Coca-Cola Middle Fielder 1,2002,458,Sports,462,Soccer
fig-000271,"Doctor, White Torso with Stethoscope and Pocket, White Legs, Black Hair, Glasses",16065,7902-1,Doctor's Car,2006,52,City,60,Hospital
fig-000271,"Doctor, White Torso with Stethoscope and Pocket, White Legs, Black Hair, Glasses",138498,7902-1,Doctor's Car,2006,52,City,60,Hospital
fig-000272,"Finn, Stormtrooper Armor",3648,30605-1,Finn (FN-2187),2016,158,Star Wars,158,Star Wars
fig-000273,Soccer Player Coca-Cola Goalie,8301,4453-1,Coca-Cola Goal Keeper,2002,458,Sports,462,Soccer
fig-000274,"Timmy - Blue Legs, Red Cap",5698,9287-1,Bonus Lego Basic Town,1996,507,Educational and Dacta,534,Universal Building Set
fig-000274,"Timmy - Blue Legs, Red Cap",7930,4225-1,Challenger Set 350,1998,465,Universal Building Set,470,Classic Basic
fig-000275,"Olivia - Magenta Top, Bright Light Blue Skirt",4234,41003-1,Olivia's Newborn Foal,2013,494,Friends,494,Friends
fig-000276,"Harry Potter, Black Tuxedo",8983,5000215-1,Harry Potter: Building the Magical World,2011,497,Books,497,Books
fig-000277,Pepper Roni,3522,6739-1,Truck and Stunt Trikes,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000277,Pepper Roni,12746,3386-1,Xtreme Stunts Pepper Roni Chupa Chups Promotional,2003,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000277,Pepper Roni,15186,6736-1,Beach Lookout,2002,407,Island Xtreme Stunts,407,Island Xtreme Stunts
fig-000278,BR Anniversary Minifigure,11368,5001121-1,BR LEGO Minifigure,2013,535,Collectible Minifigures,535,Collectible Minifigures
fig-000279,The Collector,3336,COMCON035-1,The Collector,2014,696,Super Heroes Marvel,704,Guardians of the Galaxy
fig-000280,"Pirate - Shirt with Knife, Blue Legs, Black Bicorne",2548,1873-1,Pirate Treasure,1994,147,Pirates,148,Pirates I
fig-000281,"Rebel Trooper / Rebel Fleet Trooper, White Pupils, Smile",11723,75011-1,Tantive IV & Planet Alderaan,2013,158,Star Wars,158,Star Wars
fig-000282,Jay NRG,3600,9570-1,NRG Jay,2012,435,Ninjago,435,Ninjago
fig-000283,"Racer, Yellow and White Outfit with Tiger, Black Helmet with Visor, Yellow Life Vest",16045,1285-1,Yellow Tiger,2001,50,Town,91,Race
fig-000284,"Fireman, Orange Safety Vest with Radio, White Helmet with Visor, Stubble",2748,60000-1,Fire Motorcycle,2013,52,City,58,Fire
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",762,7838-1,Freight Loading Depot with Wagon,1983,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",3322,6302-1,Mini-Figure Set,1982,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",3612,7814-1,Crane Wagon with Small Container,1980,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",4269,1066-1,36 Little People + Accessories,1982,507,Educational and Dacta,533,Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",4953,6606-1,Road Repair Set,1983,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",5261,7727-1,Freight Steam Train,1983,233,Train,234,12V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",5748,7720-1,"Diesel Freight Train Set, battery",1980,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",7415,7730-1,Electric Goods Train,1980,233,Train,234,12V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",7750,7822-1,Railway Station,1980,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",8561,7824-1,Railway Station,1983,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",8700,6390-1,Main Street,1980,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",9816,6002-1,Town Figures,1983,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",10587,7821-1,Overhead Gantry and Lighting Maintenance Wagon,1983,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",12150,7750-1,Steam Engine,1980,233,Train,234,12V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",13179,7817-1,Crane Wagon,1985,233,Train,235,4.5V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",13442,6630-1,Bucket Loader,1981,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",13584,6383-1,Public Works Center,1981,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",13868,6628-2,Construction Workers,1984,50,Town,67,Classic Town
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",14015,7823-1,Container Crane Depot,1986,233,Train,234,12V
fig-000285,"Man, Blue Shirt, Blue Legs, Red Hard Hat",14739,7820-1,Mail Van,1980,233,Train,233,Train
fig-000286,Lieutenant Maverick,8297,6905-1,Bi-Wing Blaster,1998,126,Space,134,Insectoids
fig-000286,Lieutenant Maverick,9948,6817-1,Beta Buzzer,1998,126,Space,134,Insectoids
fig-000287,"Snowboarder, Black Jacket, Black Hat, Neck Bracket",7993,5018-1,Gravity Games Promotional Set,2003,458,Sports,460,Gravity Games
fig-000288,"Man, Plain Red, Helmet with Visor, Yellow Life Vest",5985,6508-1,Wave Racer,1990,50,Town,67,Classic Town
fig-000289,"Man, Plain Red Torso, Black Legs, Blue Hat",6381,643-1,Flatbed Truck,1978,50,Town,67,Classic Town
fig-000289,"Man, Plain Red Torso, Black Legs, Blue Hat",8815,9356-1,Town Environment,1986,507,Educational and Dacta,533,Town
fig-000289,"Man, Plain Red Torso, Black Legs, Blue Hat",9205,674-1,Forklift & Truck,1978,50,Town,67,Classic Town
fig-000289,"Man, Plain Red Torso, Black Legs, Blue Hat",12908,1589-1,Town Square,1978,50,Town,67,Classic Town
fig-000289,"Man, Plain Red Torso, Black Legs, Blue Hat",99370,1589-1,Town Square,1978,50,Town,67,Classic Town
fig-000290,Robber with Tattered Green Vest,1380,6045-1,Ninja Surprise,1998,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,2089,6033-1,Treasure Transport,1998,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,6666,4805-1,Ninja Knights,1999,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,10060,6089-1,Stone Tower Bridge,1998,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,11500,1184-1,Cart,1999,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,13478,3016-1,Boss with Cannon,1998,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,13845,6088-1,Robber's Retreat,1998,434,Ninja,434,Ninja
fig-000290,Robber with Tattered Green Vest,15617,1099-1,Ninja Blaster,1999,434,Ninja,434,Ninja
fig-000291,Tonto,1819,79111-1,Constitution Train Chase,2013,575,The Lone Ranger,575,The Lone Ranger
fig-000291,Tonto,3973,79109-1,Colby City Showdown,2013,575,The Lone Ranger,575,The Lone Ranger
fig-000291,Tonto,5104,30261-1,Tonto's Campfire,2013,575,The Lone Ranger,575,The Lone Ranger
fig-000291,Tonto,5413,79107-1,Comanche Camp,2013,575,The Lone Ranger,575,The Lone Ranger
fig-000291,Tonto,8956,79108-1,Stagecoach Escape,2013,575,The Lone Ranger,575,The Lone Ranger
fig-000292,"Ninja, Black",1380,6045-1,Ninja Surprise,1998,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",3160,3017-1,Water Spider,1998,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",5630,6093-1,Flying Ninja Fortress,1998,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",6666,4805-1,Ninja Knights,1999,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",7330,1185-1,Raft,1999,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",9495,6083-2,Samurai Stronghold,1998,434,Ninja,434,Ninja
fig-000292,"Ninja, Black",10060,6089-1,Stone Tower Bridge,1998,434,Ninja,434,Ninja
